Title,Description,Link,Category,Subcategory,Source
"Sheep statistics, quantity of raw wool purchased, used on farms, price and farm value","Sheep statistics, quantity of raw wool purchased, used on farms, price and farm value, annual, Canada and provinces (kilograms unless otherwise noted). Data are available on an annual basis.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210014201,Distribution,Food Utilization,Stats Can
"Production, disposition and farm value of poultry meat (x 1,000)Production, disposition and farm value of poultry meat, Canada and provinces (data in thousands). Data are available on an annual basis.","Production, disposition and farm value of poultry meat, Canada and provinces (data in thousands). Data are available on an annual basis.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210011701,Supply,Food Production,Stats Can
"Production, disposition and farm value of poultry meat (x 1,000)Production, disposition and farm value of poultry meat, Canada and provinces (data in thousands). Data are available on an annual basis.","Production, disposition and farm value of poultry meat, Canada and provinces (data in thousands). Data are available on an annual basis.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210011701,Supply,Food Production,Stats Can
Number of sheep and lambs on farms,"Number of sheep and lambs on farms, Canada and provinces (head x 1,000). Data are available on an annual basis.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210012901,Distribution,Food Acquired,Stats Can
Supply and disposition of creamery butter and cheddar cheese,"This table contains 35 series, with data for years 1920 - 1977 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (8 items: Total supply;Stocks at January 1;Production;Imports; ...); Type of dairy product (5 items: Creamery butter;Cheddar cheese;Evaporated whole milk;Casein; ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030301,Supply,Food Production,Stats Can
Supply and disposition of creamery butter and cheddar cheese,"This table contains 35 series, with data for years 1920 - 1977 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (8 items: Total supply;Stocks at January 1;Production;Imports; ...); Type of dairy product (5 items: Creamery butter;Cheddar cheese;Evaporated whole milk;Casein; ",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030301,Supply,Imports and Exports,Stats Can
"Meat production, supply and disposition in Canada","This table contains 49 series, with data for years 1920 - 2006 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (13 items: Total supply;Exports;Used for canning;On hand December 31; ...); Commodity (5 items: Beef;Veal;Mutton and lamb;Pork; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029901,Supply,Food Production,Stats Can
"Meat production, supply and disposition in Canada","This table contains 49 series, with data for years 1920 - 2006 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Supply and disposition (13 items: Total supply;Exports;Used for canning;On hand December 31; ...); Commodity (5 items: Beef;Veal;Mutton and lamb;Pork; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210029901,Supply,Food Production,Stats Can
"Supply and disposition of corn, Canada and selected provinces","This table contains 76 series, with data for years 1976 - 2003 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):; Geography (4 items: Canada;Quebec;Ontario;Other provinces); Supply and disposition (29 items: Supplies, total;Production;Imports;Grain; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210027001,Distribution,Food Acquired,Stats Can
"Supply and disposition of corn, Canada and selected provinces","This table contains 76 series, with data for years 1976 - 2003 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):; Geography (4 items: Canada;Quebec;Ontario;Other provinces); Supply and disposition (29 items: Supplies, total;Production;Imports;Grain; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210027001,Supply,Imports and Exports,Stats Can
"Supply and disposition of principal grains, by crop year","This table contains 146 series, with data for years 1933 - 1978 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (1 item: Canada) ;Supply and disposition (25 items: Total supplies;Production;Imports;Stocks at commencement of crop year; ...) ;Type of crop (7 items: Wheat;Oats;Barley;Rye; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210025001,Supply,Imports and Exports,Stats Can
"Supply and disposition of principal grains, by crop year","This table contains 146 series, with data for years 1933 - 1978 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available):Geography (1 item: Canada) ;Supply and disposition (25 items: Total supplies;Production;Imports;Stocks at commencement of crop year; ...) ;Type of crop (7 items: Wheat;Oats;Barley;Rye; ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210025001,Supply,Food Utilization,Stats Can
Food Consumption in Canada: Part 1,"This publication contains supply, disposition and per capita disappearance data for the following food groups: oils and fats, fruits, vegetables, potatoes and fish. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year.",https://www150.statcan.gc.ca/n1/en/catalogue/32-229-X,Consumption,Food Consumed,Stats Can
Food Consumption in Canada: Part 1,"This publication contains supply, disposition and per capita disappearance data for the following food groups: oils and fats, fruits, vegetables, potatoes and fish. Per capita disappearance is available on both a retail weight and fresh equivalent basis per day and per year.",https://www150.statcan.gc.ca/n1/en/catalogue/32-229-X,Supply,Food Production,Stats Can
Grain Trade of Canada,"This publication, prepared in conjunction with the Canadian Grain Commission, provides a comprehensive look at the past crop year. Included are key data series on production, stocks, cash and future prices, crop quality, domestic processing, grain handlings and detailed supply-disposition analyses. A written overview summarizes the year's market conditions, domestically and internationally.",https://www150.statcan.gc.ca/n1/en/catalogue/22-201-X,Supply,Food Production,Stats Can
"Historical statistics of Canada, section M: Agriculture","The statistics of agriculture presented here are in five sections. Series Ml-248 are the general statistics of the industry, covering such topics as farm population, area of farms, capital employed, cash income and prices of farm products. Series M249-309 are crop statistics, showing acreage, production and value of the various crops. Series M310-412 are livestock statistics, showing number and value of livestock on farms as well as production and disposition of various livestock products. Series M413-489 show exports and domestic disappearance of grains, animals and animal products, and food produced and consumed, per capita. Series M490-525 are miscellaneous statistics such as sales through marketing boards and purchases through co-operatives and farm implement and fertilizer sales.",https://www150.statcan.gc.ca/n1/en/catalogue/11-516-X198300111309,Distribution,Food Acquired,Stats Can
